condition,outcome,z,p,cohens-h,relative-risk,relative-risk-95%-CIs,intervention-click-rate,intervention-click-rate-95%-CIs,significant-after-Holm-Bonferroni?,pct-of-SERP-loads,SERP-load-count
mainline-warning,no-result,-3.1859988059223827,0.0007212759632265753,-0.05586642204372527,0.9418374599321695,0.0353907740925935,,,True,45.12,6481
news,no-result,5.165309197699184,1.2002089133655858e-07,0.09073675101970236,1.0946765283294526,0.0382678456665142,,,True,52.44,6440
strong-downranking,disinfo-result,-6.941370115045808,1.9415580254644738e-12,-0.1391182969444716,0.4867923599041424,0.1129275698318537,,,True,2.48,4634
strong-downranking,no-result,-4.3453553156155476,6.952519979397387e-06,-0.08353131195533114,0.9131420284409715,0.03850400358644335,,,True,43.74,4634
strong-downranking,other-result,6.531520481705443,3.255262726042929e-11,0.1250397902516751,1.200975234980715,0.06757377917757235,,,True,34.79,4634
weak-downranking,disinfo-result,-3.6511515703343234,0.0001305335519058426,-0.06703314776015812,0.7307778366601896,0.13476404874812786,,,True,3.73,5610
weak-downranking,no-result,-3.3442917812721804,0.0004124646347182237,-0.060895406720219425,0.9366146946881254,0.03674832830591823,,,True,44.87,5610
weak-downranking,other-result,3.7685766884192606,8.209052291008323e-05,0.06854396619886116,1.1089627778845537,0.0612414484693391,,,True,32.12,5610
mainline-neutral,disinfo-result,0.9554894741193563,0.1696651129087725,0.0167851708222998,1.0736583263406463,0.16855573868552276,,,False,5.47,6431
mainline-neutral,intervention-clicks,,,,,,0.001710464935468823,0.001009955325567443,,0.17,6431
mainline-neutral,news-result,-0.38754145829629977,0.34917769940181476,-0.006808020136642279,0.9855271803939905,0.07541237910669918,,,False,17.77,6431
mainline-neutral,no-result,-0.04639562401200547,0.4814974621457657,-0.0008150185781758967,0.9991500600891564,0.03654328406206242,,,False,47.86,6431
mainline-neutral,other-result,-0.09263602269741059,0.46309636240350216,-0.0016273151834871324,0.9974525479944363,0.05530978287378896,,,False,28.89,6431
